nrun,ntargets,px0,py0,pz0,px1,py1,pz1
25,2,-14.320239806896977,-40.56378012342688,-22.316251914013478,-14.251163031904314,-40.38713445052029,-22.173362621556453
26,2,0.0,0.0,-200.0,0.03176664840573906,-0.04760452147593153,-200.52568095859
26,2,-0.9142881780074135,6.152523605121234,-1.0079587196446345,-1.1945816588209477,6.952244877707968,-0.4179392407913453
27,2,0.0,0.0,-200.0,-5.037982590696394,-7.918807964473494,-218.34862163325647
27,2,30.724542807021987,48.63094549667379,-90.36537302280233,30.73341573010914,48.64497596091288,-90.39276459937993
28,3,0.0,0.0,-200.0,-1.8182108461270712,9.575891170158968,-219.9701295688938
28,1,10.670234316471198,-55.103453813579,-85.07072080698296,10.670234316471198,-55.103453813578994,-85.07072080698295
29,2,0.0,0.0,-200.0,-0.00020302646184866546,0.003069169115641479,-200.043021205071
30,2,0.0,0.0,-200.0,0.27742902185267226,-2.225063358877776,-205.62036492090357
30,2,-10.407881872217251,62.399838074968606,-45.37780709439249,-10.431773228318917,62.52312979363694,-45.47871310031989
31,3,0.0,0.0,-200.0,0.6128670771044398,0.657790081100444,-202.7841972946165
31,2,-37.55189886169837,-38.54716139516008,-27.88409775337744,-37.22299130676322,-38.280871957435075,-27.455146959047642
32,2,0.0,0.0,-200.0,-0.058986362362075884,-0.19211131817576188,-201.16061460767463
32,2,2.551377304969076,29.916053508592597,-8.157403006966868,3.2088250250549972,29.142576324457814,-5.906530455477859
33,2,0.0,0.0,-200.0,0.05331305081525417,-0.12393495311936675,-201.2231807521868
33,2,0.5897689620270689,16.080541812759265,-3.1150990076232925,1.5548590129842785,19.38119095004677,-5.335815729613709
34,2,0.0,0.0,-200.0,0.03906312326200023,-0.1260640687623038,-202.60964521178568
34,3,-7.3081361736177435,14.274798416048226,-3.106985292102113,-7.3006402777579185,14.31681882121425,-3.478330097179496
35,3,0.0,0.0,-200.0,0.014658057303709171,0.025928812366884824,-200.22275814443339
35,3,-6.574356605440733,-12.10830333486384,-2.541080410342901,-6.37149297461428,-11.783270498120737,-4.102374948776694
36,2,0.0,0.0,-200.0,-0.008798088823002814,0.12229187340803804,-202.54404989352412
36,2,6.061457723718051,-13.283059788361431,-2.7414036460740228,7.488971457077734,-15.967900299946061,-4.086590486341873
36,1,4.82530787609667,-9.075346712162588,-4.5470250152266445,4.82530787609667,-9.075346712162588,-4.5470250152266445
37,3,0.0,0.0,-200.0,-0.0023836462449216,0.00294316894145652,-200.0548028808174
38,2,0.0,0.0,-200.0,3.840764662034651,-1.5532246563587506,-208.87826761450162
38,2,-61.609441823851235,22.685796260378567,-62.1184745333132,-61.662709128219106,22.70486632730391,-62.176255942449764
39,3,0.0,0.0,-200.0,-0.24603975379417298,-0.5193328193980451,-201.94749154276792
39,1,20.699975434333304,45.04918527753129,-22.626538212723705,20.699975434333314,45.04918527753132,-22.626538212723737
40,2,0.0,0.0,-200.0,-1.6294426087950171,0.8918822795889959,-204.8407412895977
40,3,55.78915958972856,-26.867607895808426,-41.496177693527045,55.784718178754915,-26.865711132170215,-41.49210733433264
41,3,0.0,0.0,-200.0,0.016484351035469746,0.03232066112694487,-200.29084325927616
41,2,-3.639325091085125,-10.392307186179341,-1.9232842777365562,-3.5653185901675153,-10.54697878474855,-1.7060270669081392
42,2,0.0,0.0,-200.0,-0.0004120832854574985,-0.010341248137188508,-200.13528384534038
43,3,0.0,0.0,-200.0,0.04745022675046595,-0.1825559020116554,-201.06292203396276
43,1,-3.847589856798599,29.693000045388825,-8.169473852408379,-3.8475898567985922,29.693000045388835,-8.169473852408384
43,1,9.949688344555359,17.067667310605497,-13.825960486552024,9.949688344555359,17.067667310605493,-13.825960486552024
44,2,0.0,0.0,-200.0,1.0014983366242416,-2.9008743574329046,-207.17874838262952
44,2,-22.368571301432574,61.017950192820074,-52.88635181940499,-22.396741389348723,61.092636145603976,-52.956327516099435
45,2,0.0,0.0,-200.0,-1.106437349840519,-0.27052278513192185,-203.7741873112403
45,2,53.650518821946456,10.867094900249409,-28.374960311462694,53.94612289010706,10.9160541807139,-28.554663001689892
46,3,0.0,0.0,-200.0,-0.023233313107020592,-0.0357572099866017,-200.30531608664148
46,1,10.044518569511943,13.084703770825605,-3.22915981126431,10.044518569511938,13.084703770825607,-3.2291598112642994
47,2,0.0,0.0,-200.0,0.6819535760360562,0.025016340188122863,-203.12354188772764
47,3,-44.310482081474206,-1.1893010100936265,-17.287604849126755,-43.9677835707741,-1.1518995469244684,-17.028718605703702
48,2,0.0,0.0,-200.0,-0.004480043065488104,-0.24679909854161508,-202.2751104288872
48,2,6.810652169069416,23.19686167932837,-5.681922509989423,7.846425008846527,25.378134612407482,-6.695641363629145
48,2,8.592158246703896,18.094548824335607,-8.409211434829752,8.18415855663535,17.626061510157932,-7.438855715210934
49,3,0.0,0.0,-200.0,-0.3956056487735182,0.043686964996361155,-201.49001928083916
49,1,44.86634061397669,-5.905409175065983,-18.33250130232212,44.86634061397666,-5.905409175065973,-18.332501302322083
49,2,6.554924703216276,1.2104488380525604,4.75629038426439,7.022372937225242,1.4668803785477005,7.11219400308043
50,2,0.0,0.0,-200.0,0.028696531921966084,0.14055907480954488,-202.3001793336617
50,2,4.705866109568091,-13.749137904766883,-2.7235075530664727,4.77455406625778,-13.766434313444757,-3.164354869982124
51,3,0.0,0.0,-200.0,-0.0009676556896236477,0.002251890628116371,-200.03580311390525
52,2,0.0,0.0,-200.0,-0.5802072509070295,-2.5504813792418313,-206.345256951599
52,1,16.149160516907354,62.13811988618775,-48.86970566120011,16.149160516907354,62.138119886187745,-48.86970566120011
52,1,13.085523202136102,62.41654092653942,-49.33009839593908,13.085523202136107,62.41654092653943,-49.33009839593909
53,3,0.0,0.0,-200.0,-0.040795716101722945,0.056691271694219836,-200.45687589673258
53,2,14.072860149435122,-15.949182523058491,-4.664821616692008,14.006327138484608,-16.070597177020776,-5.402441105307246
54,3,0.0,0.0,-200.0,0.02218867583716211,-0.03727731884184404,-200.41808449336145
55,3,0.0,0.0,-200.0,-0.015124461896804497,0.025738267619909383,-200.29605594494274
56,3,0.0,0.0,-200.0,1.554725378305477e-5,-5.681143545821499e-5,-199.9988977881444
57,2,0.0,0.0,-200.0,0.03498851214311838,-0.7300876773280507,-202.764526451005
57,2,-6.594815404221707,48.422726111131134,-21.460512940713976,-6.213900743723755,47.53357171006995,-20.7162195175503
58,3,0.0,0.0,-200.0,-0.7297132206691241,0.7428218104789797,-203.12014064717002
58,2,39.550447645504285,-38.552311101805564,-29.97202087573885,39.241441078906234,-38.31369301242894,-29.590186434712482
59,3,0.0,0.0,-200.0,-0.0015775094925629674,-0.003488660326397053,-200.0522744318353
60,2,0.0,0.0,-200.0,-0.21685225521393114,-0.3546436905330008,-202.79934691752683
60,5,17.235266064971643,28.859212901886405,-10.004733852278163,16.77114912475552,28.08329656746279,-8.707557865085663
61,2,0.0,0.0,-200.0,0.24115066829445198,0.16728310140843483,-201.90708392340662
61,2,-27.98925956179083,-11.405954526035906,-8.257621600765761,-25.51259373999091,-12.724579357373825,-5.476895220823378
62,3,0.0,0.0,-200.0,-0.0031463490737539956,-0.009626977653244495,-200.13661639511062
63,2,0.0,0.0,-200.0,0.014188250094633759,-0.03982076440919968,-200.4448512221173
64,2,0.0,0.0,-200.0,0.08777281416130434,-0.0015801418056220484,-200.8313063102376
64,2,-8.57522595096583,-4.413842014227782,-1.6419462454332177,-9.731946742562409,-4.138830333926295,-0.6023303685620802
65,2,0.0,0.0,-200.0,0.1806882420936411,-0.5496589268019481,-202.88715515752233
65,2,-15.237434366795872,38.3497994701583,-14.88555712605004,-15.582852697318764,39.098250352157905,-15.266592687545776
65,2,-16.260860734008972,35.233959761250276,-17.93757207617682,-16.110005376237762,34.95381835529081,-17.685785730173627
66,2,0.0,0.0,-200.0,0.3440158002893625,0.40689646132276636,-202.85412259836207
66,2,-23.609293620013982,-31.41177784716824,-13.486806680063017,-24.132753038055,-32.18425395787865,-13.903466006498176
66,2,-20.655824206639444,-30.482077877931168,-16.44146901226845,-20.469897969506206,-30.15670389461549,-16.13194859959713
67,2,0.0,0.0,-200.0,-0.08102409206457972,0.03577465804859159,-201.15539213830905
68,3,0.0,0.0,-200.0,0.10118700629436006,-0.007158758496086826,-200.55313114149465
68,2,-28.447102697221048,3.1615463720386554,-7.548504928112623,-28.8885929762558,3.0609824351533272,-8.754375209379191
69,3,0.0,0.0,-200.0,0.0008075070024773368,0.0001315224087249378,-199.98223404619722
70,3,0.0,0.0,-200.0,0.10022286738114716,-0.017230387162992855,-200.69383096514989
70,1,-20.099615321691093,7.051520719510522,-4.676477674767414,-20.099615321691093,7.051520719510522,-4.676477674767412
71,3,0.0,0.0,-200.0,-0.00039213075480404314,0.0006162529261377614,-199.98566484982737
72,2,0.0,0.0,-200.0,0.4091669136446825,0.1497060686685323,-202.54257043088936
72,2,-34.96760099718263,-8.175752108079164,-11.319122404873363,-36.20014449440247,-8.32538230286982,-11.874544533731898
72,2,-32.51706138186991,-3.947555797879486,-14.653191143095595,-32.06880958939611,-3.9293587852296827,-14.236429774264831
73,2,0.0,0.0,-200.0,0.18179253917513094,-0.23064792544838753,-202.67154094052373
73,3,-15.034114232938904,22.408891435161518,-6.803434663716484,-15.292098277032908,23.527151775611248,-7.4476993551059145
73,2,-4.811284880918917,20.855045853055042,-12.015242957670607,-4.681296230318466,20.429659373690285,-11.367851826656716
74,3,0.0,0.0,-200.0,-0.7301641696389325,0.7207618773522668,-203.09501157504718
75,3,0.0,0.0,-200.0,-0.3115763284364892,1.090150447623897,-203.32037475960922
75,1,14.35599580137462,-54.24397480453954,-31.380468628314276,14.35599580137462,-54.24397480453955,-31.380468628314286
76,2,0.0,0.0,-200.0,-0.04872712668416579,-0.14139688162324404,-202.02122119581261
76,2,-3.4834182001258744,13.569607004190123,-2.595655342548021,-4.733626512655796,16.476266649708972,-4.20576589916932
76,1,-3.608811593868083,8.390271383614614,-4.647693977002947,-3.608811593868083,8.390271383614614,-4.647693977002946
77,2,0.0,0.0,-200.0,-0.13246388695862876,-0.018924414476744644,-200.93696517310698
77,2,20.321894473600562,9.375773422569635,-5.025159574913254,20.590159757070985,8.813467331753344,-3.252749050106252
78,3,0.0,0.0,-200.0,0.19336073742922544,0.1976278126519515,-201.24687678133637
78,2,-28.514692152068775,-25.403271037368057,-12.862387246332945,-27.841683710157977,-25.101522202819638,-11.691092309571475
79,4,0.0,0.0,-200.0,0.0007969239730816202,-0.000390680257211784,-200.02802493642935
80,3,0.0,0.0,-200.0,0.006523381662566052,-0.011377031216404987,-200.12292640061472
81,3,0.0,0.0,-200.0,-0.6521692652866236,0.6822589412374498,-202.89338099333503
81,1,38.371281447026,-38.378839640457876,-28.533886502711848,38.371281447026,-38.378839640457876,-28.53388650271185
82,3,0.0,0.0,-200.0,0.46891524098725745,0.35981026225259516,-202.1982634285288
82,2,-38.85011322212376,-26.799742806118854,-20.16109369947659,-37.86524296543172,-26.44476501665831,-19.094067082720365
83,3,0.0,0.0,-200.0,-0.01835446237240035,-0.03673410549910727,-200.31184732542624
83,2,4.745315594440339,13.099901011378893,-2.578401835465619,4.792866459073352,13.038627879983391,-2.7164973886254
84,2,0.0,0.0,-200.0,0.054245699784933876,-0.1632011310874102,-201.1041958366039
84,2,-1.7948429742336989,26.21434892506505,-6.498926839172027,-2.6214175159371624,25.765620387061297,-4.228441356944521
85,2,0.0,0.0,-200.0,0.11671492288858332,1.06669301450097,-203.48048372795333
85,2,-9.363663460639904,-54.00850595537031,-28.473428203884428,-9.441328257194105,-54.333316206988115,-28.68386186968953
85,1,-12.016290869028376,-50.25461513902123,-32.558279286618216,-12.016290869028376,-50.25461513902123,-32.558279286618216
86,2,0.0,0.0,-200.0,0.2377616935291016,-0.25502020197690456,-202.6440079298908
86,2,-18.2678850739485,24.20787512432145,-8.312265514869647,-18.11377924063695,22.2135772536271,-7.331402015636931
86,3,-1.9971095283760856,25.844779489508003,-12.7113412792998,-1.6021979671342006,25.00286447151056,-11.411012622721229
87,2,0.0,0.0,-200.0,0.058177030220829096,-0.0031145955879026133,-200.52408222045855
87,2,-7.251299450956584,-2.8092454086769325,-1.2857344361189966,-8.05600326770326,-2.9527504466117347,-0.5810318911971036
88,2,0.0,0.0,-200.0,-0.004460535261014087,0.1742678768516015,-202.38112202459314
88,2,-6.149395781382084,-17.006098399634958,-3.6693779523588836,-7.471234896607829,-19.62245955284112,-4.905363894080024
88,2,-6.200771090889691,-12.273397280543415,-5.79803230808587,-5.730708328806813,-12.014280178681283,-4.61804524138884
89,3,0.0,0.0,-200.0,-0.1108867392857249,-0.14803674454872606,-200.86500142833174
89,1,22.480187074660346,27.527547981477777,-11.181781283766844,22.480187074660353,27.52754798147778,-11.181781283766862
89,2,3.4238498655936485,9.565522888464622,4.766696038375944,4.218316244976543,11.66765102069015,7.1083580941733855
90,2,0.0,0.0,-200.0,0.10296728921883513,-0.0376336727884059,-201.70746715938384
91,2,0.0,0.0,-200.0,0.25340905895704324,-0.09736134669654817,-201.6617657579155
91,3,-25.56988258341354,16.956117890818405,-8.477388184257089,-25.21095003962944,15.637110442716303,-6.145843710416191
92,2,0.0,0.0,-200.0,0.04986777815860355,0.11346971717878773,-201.02494395629896
92,2,-0.4916298392887114,-17.389527694433998,-3.4680004900678125,-1.6873572978152724,-17.78297884494495,-1.5888134806617833
93,3,0.0,0.0,-200.0,0.00011073683647322419,9.971625854809929e-6,-200.00186287467685
94,3,0.0,0.0,-200.0,-0.07399701156201743,-0.11333997622720915,-200.67209823161335
94,2,18.46561567513086,26.86811936915873,-9.514793094973161,18.208827431061735,25.974372911703785,-9.0010499047742
95,3,0.0,0.0,-200.0,2.813971429786619,3.2627628476089043,-209.43891739838534
95,1,-41.749685010595584,-48.05340148153611,-59.14595315678919,-41.749685010595584,-48.05340148153611,-59.1459531567892
96,2,0.0,0.0,-200.0,0.03729275001524712,0.2763932929281889,-202.44144120279353
96,2,-8.604037032793093,-24.837393940630342,-6.511089342230433,-8.555152916385637,-24.733151346084192,-6.34095171112902
97,3,0.0,0.0,-200.0,0.4275937071087057,-0.0032777840333318986,-201.55271037660435
97,1,-46.4348757929097,0.41985922930555575,-19.42205506602259,-46.43487579290968,0.41985922930555525,-19.422055066022562
97,2,-7.532829553277707,-0.09999014313169423,5.818107392709352,-8.314396608429726,-0.11836207847876823,8.257572429446064
98,3,0.0,0.0,-200.0,-0.00019892822062850257,9.31574267670765e-6,-200.00319400620492
99,3,0.0,0.0,-200.0,0.00483393041258573,-0.007438169699016672,-200.10310136455374
100,3,0.0,0.0,-200.0,-0.00043775196043061015,-0.0005853635720489692,-199.98511382387528
101,2,0.0,0.0,-200.0,0.0016747595319070996,-0.17803237714269038,-202.41060548565474
101,2,-6.463549461242509,17.357332315807422,-3.796981019711924,-6.5385815091715145,17.432054474981165,-4.108874227080385
102,2,0.0,0.0,-200.0,0.0004196453909131037,0.009939812077040422,-200.13035349342982
103,3,0.0,0.0,-200.0,-0.03010164277912178,-0.0017612542895317773,-200.32451821913702
104,2,0.0,0.0,-200.0,0.001660069919333651,-0.016337293688751586,-200.2056352077368
105,3,0.0,0.0,-200.0,0.00013611932865598142,-3.0714847067070394e-5,-199.99738878247288
106,2,0.0,0.0,-200.0,-0.07600542427282875,-0.09995497580830959,-200.9003507401813
106,2,17.365095311106213,12.374701843439876,-4.665499331273768,17.10448464558572,12.898277449163999,-3.0079027203626403
107,2,0.0,0.0,-200.0,0.33019776760981134,-0.19677363526270675,-202.18170853744263
107,2,-26.904774468301024,22.636187149161685,-10.873591052071028,-27.834703124130613,23.74560973219651,-11.57479833957251
107,2,-19.884355500472903,23.722414513226877,-14.99368246885908,-19.642543593098402,23.390316669384806,-14.594366466510104
108,3,0.0,0.0,-200.0,-0.0007565801268329952,0.00015030645511338037,-200.01307234677813
109,3,0.0,0.0,-200.0,-0.011598180948744652,0.01956454777458716,-200.22765571496922
110,3,0.0,0.0,-200.0,-0.0328418083825969,-0.0012422501686315535,-200.2507816455959
110,2,13.003281721546728,1.5027195802912738,-2.3802053185273304,12.969034770599396,1.3618446313874373,-2.5751696360801937
111,3,0.0,0.0,-200.0,0.018192899362219794,1.2567091169494473,-203.7791133276401
111,1,0.6725845972128311,-56.06644381982761,-31.320961187654508,0.6725845972128309,-56.0664438198276,-31.320961187654504
112,3,0.0,0.0,-200.0,-6.632820369922854e-5,0.0002564137648359832,-200.0048091595156
113,2,0.0,0.0,-200.0,-2.0612634397254297,1.9072940055051788,-206.67635839520025
113,2,46.102566617135146,-45.27386011695822,-50.780402440397054,46.1668710555935,-45.33901241190716,-50.85886612355212
114,3,0.0,0.0,-200.0,0.9034434900694492,-0.2734172019458718,-202.9272282136377
114,2,-51.25416721450625,17.0133493323962,-28.153221008652356,-50.82334524128337,16.79938764613226,-27.687602673374272
115,2,0.0,0.0,-200.0,-0.04035333875666003,0.027658865366191776,-200.59283543996645
116,3,0.0,0.0,-200.0,8.087872281149458,-1.010427509489337,-216.58778447781447
116,1,-59.06282584402306,7.369790511013472,-78.37867693410134,-59.06282584402307,7.369790511013472,-78.37867693410134
117,2,0.0,0.0,-200.0,-0.004135709854036662,0.0018422050994497674,-200.06124769400594
118,3,0.0,0.0,-200.0,-7.713057648648984,10.517795006727567,-231.69618287935086
118,1,24.071069710713065,-33.06972651917451,-101.94072808548734,24.07106971071306,-33.06972651917451,-101.94072808548734
119,2,0.0,0.0,-200.0,0.21090304120916414,0.4207405417254577,-202.8481835530393
119,2,-16.95519457736454,-32.05348683525928,-11.53310724199023,-17.493653699384534,-33.03115722105719,-12.005166562046167
119,1,-16.29958674432918,-29.594861724867194,-14.289611822074752,-16.299586744329183,-29.5948617248672,-14.289611822074754
120,2,0.0,0.0,-200.0,-0.013829096803892327,-0.004489628430985881,-200.17386722194448
121,2,0.0,0.0,-200.0,-0.0010859481300915519,0.0006542604809700592,-200.01852209828485
122,3,0.0,0.0,-200.0,-0.00044999920773669544,0.001229145987891922,-200.02112910010672
123,3,0.0,0.0,-200.0,-2.3210358095113506,-0.751664245449696,-206.00954586194604
123,1,58.80923230968909,19.78274455242329,-45.44256324740036,58.80923230968908,19.782744552423285,-45.44256324740035
124,3,0.0,0.0,-200.0,0.029183974009818314,-0.0010252739061682448,-200.23376112907835
124,2,-10.295144944185273,1.334907739717291,-1.7926786728761845,-10.356419770653583,1.463453276259607,-1.6436071661283438
125,2,0.0,0.0,-200.0,0.007384625631900121,0.10377868729256878,-201.52217129132885
126,3,0.0,0.0,-200.0,-2.0791912009671587,5.800450719366484,-212.81705632200442
126,1,20.991340949980245,-58.814063708072325,-69.23690994563816,20.991340949980245,-58.814063708072325,-69.23690994563816
127,2,0.0,0.0,-200.0,-0.44737582168305323,-0.3295412302083349,-202.575633441163
127,3,31.265032257938458,28.50605277569896,-15.668327293135686,30.984886729819486,28.296681020609476,-15.39362212118483
128,2,0.0,0.0,-200.0,0.010989207861807682,0.00851222794730866,-200.17373249630387
129,3,0.0,0.0,-200.0,0.034474911641773076,0.04987970467239933,-200.40250585286938
129,1,-12.966654287853006,-15.656070909790351,-4.356673002209757,-12.966654287853014,-15.65607090979035,-4.356673002209769
130,3,0.0,0.0,-200.0,0.010126275474617863,-0.017049025357009473,-200.1676783687109
130,3,-2.962462139562555,4.4622937873668915,-0.8611648210663828,-3.228406091308422,4.997429901194238,-0.529006840880833
131,4,0.0,0.0,-200.0,0.0009477572351412888,0.0006415301374911309,-200.0324450170716
132,2,0.0,0.0,-200.0,0.20550701185888798,0.39904907535415823,-202.82811798254252
132,1,-16.713466545977354,-31.021918126245325,-10.923468895922602,-16.713466545977358,-31.021918126245332,-10.923468895922603
132,2,-12.396384040203637,-31.896251024512374,-12.908801941461531,-12.185061720024375,-31.47368274326964,-12.429389944306699
133,2,0.0,0.0,-200.0,3.4111607678914595,1.4525726157116274,-208.13392157152506
133,2,-61.19468224187495,-23.63949125957093,-58.92810052666065,-61.25627262169362,-23.662462060043296,-58.99226709288724
134,2,0.0,0.0,-200.0,-4.590001211984164,0.582356545541603,-209.81201687759187
134,1,65.10545774280081,-7.545195027711067,-64.95971391956745,65.1054577428008,-7.545195027711066,-64.95971391956743
135,2,0.0,0.0,-200.0,0.015095117911720024,-0.04497141931210891,-200.5113063902176
136,2,0.0,0.0,-200.0,1.2775905199052247,1.0890395341840957,-204.6639386894949
136,1,-44.26887486354644,-41.08256263172352,-37.92784700704682,-44.26887486354644,-41.08256263172352,-37.92784700704682
137,4,0.0,0.0,-200.0,0.0011958658463555594,0.0006184898775867254,-200.03591704483318
138,2,0.0,0.0,-200.0,-0.4967719424577801,0.1064588692885654,-202.79596420110244
138,2,38.008440823344536,-5.407779512180767,-12.880109998865324,37.533008934392285,-5.36700603399782,-12.47805502556907
139,4,0.0,0.0,-200.0,-1.620460050100192e-5,0.0009645578100854202,-200.0294065224647
140,3,0.0,0.0,-200.0,-0.00021145247487996954,-0.000554946604665929,-200.00998050211962
141,3,0.0,0.0,-200.0,-0.2511625322547131,0.28762872393391126,-201.4870363388452
141,1,30.13405455113724,-31.94069991675653,-17.165575543331254,30.13405455113724,-31.94069991675653,-17.16557554333125
142,2,0.0,0.0,-200.0,0.1869703169716459,1.2525763615522791,-203.88099248839666
142,1,-11.393324331387058,-55.84618549712611,-31.704549006543285,-11.39332433138706,-55.846185497126115,-31.704549006543296
142,1,-7.731663090858765,-56.111187720953396,-32.12297665358017,-7.731663090858761,-56.11118772095337,-32.122976653580146
142,1,-13.753342982911674,-52.01886742962722,-35.7599919526236,-13.75334298291168,-52.01886742962725,-35.75999195262362
143,2,0.0,0.0,-200.0,-0.10001982047524649,0.017881112994871273,-202.4096655806622
143,2,6.3554333431154575,-8.002807753541768,-1.7617359448424788,7.611913997099107,-9.292290529822612,-3.980170683118077
143,1,2.819832416449394,-2.8938967913923825,-4.9786792728830696,2.819832416449395,-2.8938967913923817,-4.978679272883069
144,2,0.0,0.0,-200.0,-0.1933586651783079,-0.08917192641505522,-202.1251741859749
144,4,15.315189256054028,15.027893089893107,-4.716502608140232,15.312771362897655,15.092172835687006,-4.98543885106024
145,2,0.0,0.0,-200.0,0.14399187218134202,-0.04298200033771238,-202.21473018435196
145,2,-10.059845935082791,10.917089563509592,-2.8005105777460986,-11.675973490719095,8.321872692049345,-1.3364828288877866
145,1,4.497189224616807,7.22169565711016,-4.073941932209263,4.497189224616806,7.221695657110161,-4.073941932209265
146,2,0.0,0.0,-200.0,0.052882203539331374,0.17034101669220547,-201.20772618982062
146,2,-0.6770713929828757,-25.179040215296965,-6.063871361606513,-1.9261811403025142,-24.754621973405783,-3.4929790667114378
147,3,0.0,0.0,-200.0,0.2130063785313494,-1.1828954134227772,-203.53062870269295
147,2,-8.639644258707774,55.649784460304645,-31.725475544720183,-8.629797964246805,55.25789955746495,-31.365737440239254
148,2,0.0,0.0,-200.0,-0.3794177715778204,-0.21492082915565902,-202.17779887715892
148,2,30.731152711155538,23.67573560722414,-13.142424641485508,31.543794693038542,24.56003876105832,-13.767289076886373
148,2,23.23484929435163,25.283766982167936,-17.865962268276615,23.046264781474868,25.059439297828643,-17.604768868092723
149,3,0.0,0.0,-200.0,-0.002035641884740702,0.0033013445472911407,-200.04784962136748
150,3,0.0,0.0,-200.0,-0.030257822184753723,0.0005122434855389102,-200.2827310856833
