i init_energy atom_p.energy atom_t1.energy atom_t2.energy atom_t1_p atom_t1_px atom_t1_py atom_t1_pz atom_t2_p atom_t2_px atom_t2_py atom_t2_pz atom_p_p atom_p_px atom_p_py atom_p_pz
1 4.774071434328178 2.9485749305982125 0.041985486117500165 1.7835110176124653 1.0038185427755377 0.6919311024960955 0.7171292039270015 -0.12086654249033124 6.542496803415281 2.6972715555242774 3.0278335220448516 -5.134317358835571 4.856809595278128 -3.2056810332394763 -3.5421770818063045 -0.8747514384329693
